len, loss, latency, variance, mss, elapsed, bps, window
102400 , 10 , 0 , 5 , 50 , 15.957338 , 51336.88338242882 , 44
102400 , 10 , 0 , 5 , 50 , 12.332771 , 66424.6502266198 , 64
102400 , 10 , 0 , 5 , 75 , 49.54144 , 16535.651769508517 , 4
102400 , 10 , 0 , 5 , 75 , 17.888244 , 45795.4397312559 , 24
102400 , 10 , 0 , 5 , 75 , 11.300017 , 72495.4661572633 , 44
102400 , 10 , 0 , 5 , 75 , 8.477192 , 96635.77278891407 , 64
102400 , 10 , 0 , 5 , 100 , 36.734007 , 22300.861433385147 , 4
102400 , 10 , 0 , 5 , 100 , 12.26959 , 66766.69717570025 , 24
102400 , 10 , 0 , 5 , 100 , 8.267471 , 99087.13317530838 , 44
102400 , 10 , 0 , 5 , 100 , 6.166711 , 132842.28821490094 , 64
102400 , 15 , 0 , 5 , 25 , 209.876737 , 3903.2434547522057 , 4
102400 , 15 , 0 , 5 , 25 , 72.007259 , 11376.63079218166 , 24
102400 , 15 , 0 , 5 , 25 , 44.324265 , 18481.975956059283 , 44
102400 , 15 , 0 , 5 , 25 , 34.854932 , 23503.13005918359 , 64
102400 , 15 , 0 , 5 , 50 , 110.54147 , 7410.793433450813 , 4
102400 , 15 , 0 , 5 , 50 , 35.119336 , 23326.18133782484 , 24
102400 , 15 , 0 , 5 , 50 , 22.786077 , 35951.778798956926 , 44
102400 , 15 , 0 , 5 , 50 , 16.986133 , 48227.57481058226 , 64
102400 , 15 , 0 , 5 , 75 , 75.996104 , 10779.49995962951 , 4
102400 , 15 , 0 , 5 , 75 , 24.017837 , 34107.98399539476 , 24
102400 , 15 , 0 , 5 , 75 , 15.004636 , 54596.459387618605 , 44
102400 , 15 , 0 , 5 , 75 , 10.338859 , 79235.04905135084 , 64
102400 , 15 , 0 , 5 , 100 , 56.687321 , 14451.203294648552 , 4
102400 , 15 , 0 , 5 , 100 , 17.463145 , 46910.221497903156 , 24
102400 , 15 , 0 , 5 , 100 , 12.50961 , 65485.65462872144 , 44
102400 , 15 , 0 , 5 , 100 , 7.37927 , 111013.69105616138 , 64
102400 , 20 , 0 , 5 , 25 , 288.311784 , 2841.368426342227 , 4
102400 , 20 , 0 , 5 , 25 , 91.26233 , 8976.321336525158 , 24
102400 , 20 , 0 , 5 , 25 , 60.506134 , 13539.123157331453 , 44
102400 , 20 , 0 , 5 , 25 , 42.920708 , 19086.358034914057 , 64
102400 , 20 , 0 , 5 , 50 , 144.820533 , 5656.6564355898345 , 4
102400 , 20 , 0 , 5 , 50 , 45.151562 , 18143.336879463885 , 24
102400 , 20 , 0 , 5 , 50 , 28.377886 , 28867.548484760282 , 44
102400 , 20 , 0 , 5 , 50 , 20.132561 , 40690.30263958967 , 64
102400 , 20 , 0 , 5 , 75 , 103.96912 , 7879.262611821664 , 4
102400 , 20 , 0 , 5 , 75 , 29.545002 , 27727.193926065735 , 24
102400 , 20 , 0 , 5 , 75 , 17.663586 , 46377.89857620078 , 44
102400 , 20 , 0 , 5 , 75 , 13.61875 , 60152.36346948141 , 64
102400 , 20 , 0 , 5 , 100 , 71.071254 , 11526.460473034569 , 4
102400 , 20 , 0 , 5 , 100 , 24.237882 , 33798.332709103874 , 24
102400 , 20 , 0 , 5 , 100 , 15.353947 , 53354.35898013716 , 44
102400 , 20 , 0 , 5 , 100 , 14.025712 , 58407.01705553343 , 64
102400 , 0 , 100 , 5 , 25 , 218.85603 , 3743.099973073623 , 4
102400 , 0 , 100 , 5 , 25 , 36.988301 , 22147.543354316273 , 24
102400 , 0 , 100 , 5 , 25 , 20.454923 , 40049.0385615238 , 44
102400 , 0 , 100 , 5 , 25 , 13.572683 , 60356.52641412166 , 64
